trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,90,6.38934836537,21.5493904948,45,right,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
1,0,1,0,None,0.38,0,90,5.11426088959,8.55134828761,45,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
2,0,2,0,None,0.38,0,90,28.3505708128,36.901338581,90,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
3,0,3,0,None,0.38,1,90,2.67914106324,6.95776278898,45,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
4,0,4,0,None,0.38,0,90,23.5874687992,54.3598619364,45,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
5,0,5,0,None,0.38,1,90,3.77089294791,12.0215303898,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
6,0,6,0,None,0.38,1,90,32.9314211719,37.6274297461,45,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
7,0,7,0,None,0.38,1,90,24.4103426561,28.5816057622,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
8,0,8,0,None,0.38,1,90,5.81377158314,9.03906641901,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
9,0,9,0,None,0.38,1,90,9.977108825,14.0011269599,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
10,0,10,0,None,0.38,1,90,27.9108003937,32.5966233127,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
11,0,11,0,None,0.38,1,90,4.26288732514,9.35723004118,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
12,0,12,0,None,0.38,1,90,8.77484792098,13.6071447618,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
13,0,13,0,None,0.38,1,90,3.57177685946,7.54769446701,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
14,0,14,0,None,0.38,1,90,13.8250543028,18.5862960257,45,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
15,0,15,0,None,0.38,1,90,12.253856007,18.1846198328,45,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
16,0,16,0,None,0.38,1,90,5.21768967807,8.45857699588,45,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
17,0,17,0,None,0.38,0,90,39.6415692493,57.4524943791,90,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
18,0,18,0,None,0.38,0,90,18.4398653992,83.9399501868,45,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
19,0,19,0,None,0.38,1,90,7.56506399438,11.2899083532,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
20,0,20,0,None,0.38,1,90,20.3103564829,23.1727345213,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
21,0,21,0,None,0.38,1,90,55.3400873579,61.0652446076,45,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
22,0,22,0,None,0.38,0,90,11.5930507928,17.9807578884,45,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
23,0,23,0,None,0.38,1,90,12.1259587444,17.0513297059,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
24,0,24,0,None,0.38,0,90,10.6952380836,14.6558238566,45,left,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
25,0,25,0,None,0.38,1,90,4.98533333465,8.89002960175,45,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
26,0,26,0,None,0.38,1,90,7.9364265576,11.9848628826,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
27,0,27,0,None,0.38,1,90,30.1751007438,34.0172988474,90,right,right,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
28,0,28,0,None,0.38,1,90,3.36085563898,6.8402861245,90,left,left,2019_Feb_18_1126,60.0064201071,untitled.py,001,1218,
