trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,0,0,0,0,,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
1,0,1,0,None,0.38,1,90,15.2375399666,19.557934039,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
2,0,2,0,None,0.38,1,90,7.81908203429,11.6192655771,45,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
3,0,3,0,None,0.38,1,90,2.3233341109,6.71245172201,90,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
4,0,4,0,None,0.38,1,90,2.73338622646,6.26489456068,90,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
5,0,5,0,None,0.38,1,90,4.10142713669,6.8033440006,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
6,0,6,0,None,0.38,1,90,8.15312756225,10.5091367757,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
7,0,7,0,None,0.38,1,90,3.45882367739,7.57921383879,90,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
8,0,8,0,None,0.38,1,90,4.2639019764,7.94790203799,90,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
9,0,9,0,None,0.38,0,90,2.51008075033,10.9318301626,90,right,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
10,0,10,0,None,0.38,1,90,7.67468714598,11.64103231,90,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
11,0,11,0,None,0.38,1,90,4.43444152828,6.96897203429,90,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
12,0,12,0,None,0.38,0,90,3.11670421786,7.7083553914,45,right,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
13,0,13,0,None,0.38,1,90,5.58799344604,9.40582308639,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
14,0,14,0,None,0.38,1,90,4.54881947278,8.28233839781,45,right,right,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
15,0,15,0,None,0.38,1,90,5.6180145801,9.74303326267,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
16,0,16,0,None,0.38,1,90,9.86272892216,13.8820774707,90,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
17,0,17,0,None,0.38,1,90,5.72123440285,10.8324099851,45,left,left,2019_Mrz_11_1352,59.8886565046,untitled.py,001,1218,
