trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,1,90,61.4376011491,67.8620911315,45,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
1,0,1,0,None,0.38,1,90,27.22137646,33.4469062388,45,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
2,0,2,0,None,0.38,1,90,100.03809227,106.332815763,45,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
3,0,3,0,None,0.38,0,90,89.9701037407,91.5825692937,45,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
4,0,4,0,None,0.38,1,90,24.3884739541,31.1239604466,45,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
5,0,5,0,None,0.38,1,90,45.5053111501,56.1536550038,90,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
6,0,6,0,None,0.38,0,90,35.0777598843,38.7242671885,45,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
7,0,7,0,None,0.38,1,90,24.6634315252,29.7955779321,90,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
8,0,8,0,None,0.38,0,90,26.7359832041,29.6913199872,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
9,0,9,0,None,0.38,1,90,3.39119329304,7.39750666544,90,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
10,0,10,0,None,0.38,1,90,28.0780037679,34.5479785837,90,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
11,0,11,0,None,0.38,0,90,29.7337966152,31.4523368217,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
12,0,12,0,None,0.38,0,90,44.0403959155,46.4833932817,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
13,0,13,0,None,0.38,0,90,19.4154804572,23.0274797492,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
14,0,14,0,None,0.38,1,90,4.47178119048,14.2223408297,90,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
15,0,15,0,None,0.38,1,90,9.99349610135,17.8838810511,90,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
16,0,16,0,None,0.38,1,90,10.3888390847,17.5472994484,90,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
17,0,17,0,None,0.38,1,90,17.4719965793,24.5954843424,45,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
18,0,18,0,None,0.38,1,90,34.2723022066,44.0919689499,45,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
19,0,19,0,None,0.38,1,90,11.367224887,14.6601665877,45,right,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
20,0,20,0,None,0.38,1,90,14.6924868934,20.902374465,45,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
21,0,21,0,None,0.38,0,90,107.654000998,116.444475483,45,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
22,0,22,0,None,0.38,0,90,4.90395595133,7.90532344207,45,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
23,0,23,0,None,0.38,1,90,6.03318243101,13.8444483876,90,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
24,0,24,0,None,0.38,0,90,24.3881138526,29.4051970318,90,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
25,0,25,0,None,0.38,0,90,4.71991300583,8.82617483661,90,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
26,0,26,0,None,0.38,0,90,11.4311475344,14.2454054914,90,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
27,0,27,0,None,0.38,1,90,11.1478735432,24.8456571996,45,left,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
28,0,28,0,None,0.38,0,90,46.1653925292,49.2728095315,45,left,right,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
29,0,29,0,None,0.38,0,90,7.33955097571,10.5256547965,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
30,0,30,0,None,0.38,0,90,5.63373333961,9.62234194577,90,right,left,2019_Feb_06_1146,59.9972678475,untitled.py,001,1218,
