trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,1,90,2.67818591464,6.21754999587,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
1,0,1,0,None,0.38,1,90,7.51129291567,10.3039908704,45,right,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
2,0,2,0,None,0.38,0,90,6.08693702694,9.85244940349,90,right,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
3,0,3,0,None,0.38,1,90,4.63951451925,6.4817489374,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
4,0,4,0,None,0.38,1,90,4.66747198324,6.62326357118,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
5,0,5,0,None,0.38,1,90,3.27932432748,6.94672199956,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
6,0,6,0,None,0.38,1,90,3.18415832182,6.3046468196,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
7,0,7,0,None,0.38,0,90,5.38023184508,10.3096899186,90,left,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
8,0,8,0,None,0.38,0,90,8.93740656984,12.0655728591,90,left,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
9,0,9,0,None,0.38,1,90,3.36826496106,5.14816631714,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
10,0,10,0,None,0.38,1,90,8.49005977018,11.6662084148,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
11,0,11,0,None,0.38,1,90,8.87353867607,11.3602080712,90,right,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
12,0,12,0,None,0.38,1,90,7.88616681728,11.1617032333,45,right,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
13,0,13,0,None,0.38,1,90,5.89309199923,9.59097427188,90,right,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
14,0,14,0,None,0.38,1,90,10.0136335763,11.8999610286,45,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
15,0,15,0,None,0.38,0,90,8.20208937174,12.4387582779,90,right,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
16,0,16,0,None,0.38,1,90,7.09617283766,10.1610763379,90,right,right,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
17,0,17,0,None,0.38,1,90,7.69989146665,10.2020469082,90,left,left,2019_Mrz_01_1015,59.9951562098,untitled.py,001,1218,
