trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,90,4.42040454864,6.62138204713,90,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
1,0,1,0,None,0.38,1,90,2.75457187998,4.86280686513,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
2,0,2,0,None,0.38,1,90,3.25380153063,6.36941035802,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
3,0,3,0,None,0.38,1,90,2.78037376254,4.70449456561,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
4,0,4,0,None,0.38,1,90,6.05789758195,9.42827845435,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
5,0,5,0,None,0.38,0,90,2.70690520725,6.04868775222,45,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
6,0,6,0,None,0.38,0,90,2.50766088982,6.44423523097,45,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
7,0,7,0,None,0.38,1,90,4.06131282047,6.38014915306,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
8,0,8,0,None,0.38,1,90,2.97377320303,5.0977146537,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
9,0,9,0,None,0.38,1,90,7.44197796087,11.1236299585,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
10,0,10,0,None,0.38,1,90,2.11209497298,5.10284016543,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
11,0,11,0,None,0.38,0,90,3.306114604,6.7270653114,45,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
12,0,12,0,None,0.38,1,90,2.60881788051,6.11207402061,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
13,0,13,0,None,0.38,1,90,2.30744214694,4.39083570673,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
14,0,14,0,None,0.38,1,90,2.75767227396,4.94563163753,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
15,0,15,0,None,0.38,1,90,3.85640130244,7.60290008929,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
16,0,16,0,None,0.38,1,90,2.68515495688,5.52631940652,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
17,0,17,0,None,0.38,1,90,2.38493188383,4.95596367697,45,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
18,0,18,0,None,0.38,1,90,3.07218347583,5.75167123193,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
19,0,19,0,None,0.38,1,90,1.87083330425,4.84039284324,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
20,0,20,0,None,0.38,1,90,2.61651299259,5.327788867,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
21,0,21,0,None,0.38,1,90,1.98414267733,5.22994738159,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
22,0,22,0,None,0.38,1,90,2.47614878428,5.56343138585,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
23,0,23,0,None,0.38,1,90,5.61400988116,8.86973931047,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
24,0,24,0,None,0.38,1,90,2.43417333765,4.75713114376,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
25,0,25,0,None,0.38,0,90,5.55932360119,8.51043945533,90,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
26,0,26,0,None,0.38,1,90,6.11621700518,9.92341484741,90,right,right,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
27,0,27,0,None,0.38,0,90,2.27931007993,5.44778596162,90,right,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
28,0,28,0,None,0.38,1,90,6.93310686131,10.239382659,90,left,left,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
29,0,29,0,None,0.38,1,90,8.05726873112,10.9871749063,45,right,right,2019_Feb_26_1456,59.890560344,untitled.py,001,1218,
