trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,0,0,0,0,,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
1,0,1,0,None,0.38,1,61,6.22016988229,12.1631324654,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
2,0,2,0,None,0.38,1,58,9.16129563935,13.5678925673,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
3,0,3,0,None,0.38,1,55,3.39780335221,6.36800347548,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
4,0,4,0,None,0.38,0,52,2.25133836828,4.55053198151,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
5,0,5,0,None,0.38,1,60,4.2732375199,6.54538020864,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
6,0,6,0,None,0.38,1,60,6.27526627015,8.4857273763,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
7,0,7,0,None,0.38,1,54,2.85097994283,7.78590128105,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
8,0,8,0,None,0.38,1,51,8.32786988281,13.5843664482,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
9,0,9,0,None,0.38,1,51,8.41456581838,11.7235687785,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
10,0,10,0,None,0.38,1,51,5.8936778279,8.9593945602,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
11,0,11,0,None,0.38,1,42,6.92472506966,11.1067725085,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
12,0,12,0,None,0.38,1,39,7.9647293156,11.3629824463,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
13,0,13,0,None,0.38,1,36,6.04983426724,9.00530430581,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
14,0,14,0,None,0.38,1,33,5.8928324692,8.21100391261,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
15,0,15,0,None,0.38,1,30,5.66775274556,9.46325524617,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
16,0,16,0,None,0.38,1,27,6.52295724768,7.88023952767,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
17,0,17,0,None,0.38,1,24,6.46512056701,8.08431686182,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
18,0,18,0,None,0.38,1,21,15.4954361524,19.2014890164,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
19,0,19,0,None,0.38,1,18,14.1384893898,18.5412551044,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
20,0,20,0,None,0.38,1,15,6.39501305297,9.64304681122,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
21,0,21,0,None,0.38,1,12,8.74954330828,11.0995970163,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
22,0,22,0,None,0.38,1,9,5.93307110295,9.02082359698,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
23,0,23,0,None,0.38,0,6,5.78277686052,22.2915691799,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
24,0,24,0,None,0.38,1,14,19.0156480782,23.7992158225,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
25,0,25,0,None,0.38,0,11,6.47029301152,15.5825952739,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
26,0,26,0,None,0.38,1,19,3.3248228468,6.15693698451,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
27,0,27,0,None,0.38,1,16,11.9335485371,14.8971064752,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
28,0,28,0,None,0.38,1,13,5.44075099006,8.34112547897,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
29,0,29,0,None,0.38,1,10,6.64000117313,9.463624008,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
30,0,30,0,None,0.38,0,7,6.26299739257,11.1099695638,90,left,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
31,0,31,0,None,0.38,1,15,7.4562758673,9.9568685405,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
32,0,32,0,None,0.38,0,12,7.5148383379,11.5241196854,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
33,0,33,0,None,0.38,1,20,2.410013563,5.97824332397,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
34,0,34,0,None,0.38,1,20,8.78980708402,12.9438098976,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
35,0,35,0,None,0.38,1,14,7.31542444602,10.7170796841,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
36,0,36,0,None,0.38,0,11,9.07549702562,12.1846840875,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
37,0,37,0,None,0.38,1,19,6.64740351122,9.18083611224,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
38,0,38,0,None,0.38,0,16,10.1275027972,13.2680217735,90,left,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
39,0,39,0,None,0.38,1,24,5.33908387739,8.81677084602,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
40,0,40,0,None,0.38,1,21,12.3122195704,15.9203993808,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
41,0,41,0,None,0.38,1,18,6.59574247617,9.02269673906,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
42,0,42,0,None,0.38,1,15,8.31189383008,11.28229314,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
43,0,43,0,None,0.38,1,12,14.5872738007,17.7088624388,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
44,0,44,0,None,0.38,0,9,8.42744762264,14.8927140189,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
45,0,45,0,None,0.38,0,17,8.24730293918,12.1486085523,90,left,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
46,0,46,0,None,0.38,1,25,5.06897273287,9.11821306963,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
47,0,47,0,None,0.38,1,22,10.816912205,12.844973593,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
48,0,48,0,None,0.38,1,22,13.0178612079,15.8411144428,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
49,0,49,0,None,0.38,1,16,7.86554157082,10.1760553373,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
50,0,50,0,None,0.38,1,13,11.5658694049,16.0960881896,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
51,0,51,0,None,0.38,1,10,5.92488179356,9.11541187484,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
52,0,52,0,None,0.38,1,7,11.3260157369,14.3043649411,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
53,0,53,0,None,0.38,1,4,7.0395265324,9.71967554558,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
54,0,54,0,None,0.38,1,4,7.3419364756,10.5812800229,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
55,0,55,0,None,0.38,1,4,7.21740025654,9.72578302585,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
56,0,56,0,None,0.38,1,4,7.64355246257,11.2055945657,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
57,0,57,0,None,0.38,0,4,6.95624807104,9.88706190325,90,left,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
58,0,58,0,None,0.38,0,12,4.42471375596,7.25959919486,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
59,0,59,0,None,0.38,1,20,2.1119957976,6.21644035727,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
60,0,60,0,None,0.38,1,17,9.3177691577,11.1843013568,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
61,0,61,0,None,0.38,1,14,8.53465705831,10.8792262701,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
62,0,62,0,None,0.38,1,11,7.10774441995,10.3019143492,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
63,0,63,0,None,0.38,0,8,6.58354762942,14.1625530617,90,right,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
64,0,64,0,None,0.38,0,16,3.17983402964,8.16516875755,90,left,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
65,0,65,0,None,0.38,1,24,1.73007239774,3.67963274661,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
66,0,66,0,None,0.38,1,24,8.49643795472,11.4234647136,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
67,0,67,0,None,0.38,1,18,6.51212570257,9.62335073296,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
68,0,68,0,None,0.38,1,15,5.70750500448,9.74380654562,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
69,0,69,0,None,0.38,1,12,8.4363616053,11.6233895654,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
70,0,70,0,None,0.38,1,12,5.38525957894,10.8680335069,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
71,0,71,0,None,0.38,1,12,9.10168275516,12.3436336182,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
72,0,72,0,None,0.38,1,3,11.9930762146,16.9830724299,90,left,left,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
73,0,73,0,None,0.38,1,3,6.74155737739,10.428779915,90,right,right,2018_Jul_02_1115,59.8831458025,untitled.py,001,293,
