trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,0,0,0,0,,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
1,0,1,0,None,0.38,1,46,13.2565412647,14.179193445,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
2,0,2,0,None,0.38,1,43,5.01690801512,5.74100591009,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
3,0,3,0,None,0.38,1,43,9.4550201213,10.0880134208,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
4,0,4,0,None,0.38,1,43,6.28497728053,7.02071687859,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
5,0,5,0,None,0.38,1,34,9.3563061785,10.043084247,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
6,0,6,0,None,0.38,0,34,4.96618397022,5.22809658758,90,right,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
7,0,7,0,None,0.38,1,39,3.94953269232,4.59182326263,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
8,0,8,0,None,0.38,1,36,4.34286759887,5.08766253805,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
9,0,9,0,None,0.38,1,36,5.24963675579,5.8852041252,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
10,0,10,0,None,0.38,1,36,11.2288402575,11.9188821483,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
11,0,11,0,None,0.38,1,36,4.4047841276,5.17978569912,90,left,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
12,0,12,0,None,0.38,0,24,3.68999998597,3.95155920647,90,right,left,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
13,0,13,0,None,0.38,1,32,1.24844302842,1.95407488942,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
14,0,14,0,None,0.38,1,29,9.25006865431,10.0234080032,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
15,0,15,0,None,0.38,1,26,4.94124728162,5.69623234216,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
16,0,16,0,None,0.38,1,23,4.30182132078,5.07901981939,90,right,right,2018_Mai_30_1518,39.9230101521,untitled.py,001,293,
