trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,1,35,16.3421381768,20.8282421371,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
1,0,1,0,None,0.38,1,32,1.81128048385,12.544351866,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
2,0,2,0,None,0.38,0,29,3.98042656248,27.0496152444,90,right,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
3,0,3,0,None,0.38,1,37,2.03525028983,5.90641855309,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
4,0,4,0,None,0.38,0,34,4.51134152524,9.4104113793,90,left,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
5,0,5,0,None,0.38,1,42,1.35028139083,8.06059876317,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
6,0,6,0,None,0.38,1,39,10.1241344921,12.2665615324,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
7,0,7,0,None,0.38,1,36,5.61009821063,7.98429744551,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
8,0,8,0,None,0.38,1,36,7.45213791123,9.59658392332,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
9,0,9,0,None,0.38,1,36,3.80448744213,6.34264131356,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
10,0,10,0,None,0.38,1,36,5.16405045893,6.94683458377,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
11,0,11,0,None,0.38,0,24,4.33426818205,10.1953318091,90,right,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
12,0,12,0,None,0.38,0,32,1.52085642191,9.16628873255,90,right,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
13,0,13,0,None,0.38,0,40,1.78304756619,13.1674304977,90,right,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
14,0,14,0,None,0.38,1,48,5.78285284853,8.66125666816,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
15,0,15,0,None,0.38,1,45,7.98158397246,10.9580717664,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
16,0,16,0,None,0.38,1,42,4.80100962566,7.79776815232,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
17,0,17,0,None,0.38,1,39,9.15275097825,11.1888550082,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
18,0,18,0,None,0.38,1,36,12.6372385318,14.4336769059,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
19,0,19,0,None,0.38,1,33,4.65534893377,7.34792913636,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
20,0,20,0,None,0.38,1,30,7.70200570207,9.34405853273,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
21,0,21,0,None,0.38,0,27,6.5080642933,11.5734974695,90,right,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
22,0,22,0,None,0.38,1,35,2.99466272909,5.62393572368,90,right,right,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
23,0,23,0,None,0.38,1,32,6.05395462271,8.16260418575,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
24,0,24,0,None,0.38,1,29,8.13473248668,10.3239503903,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
25,0,25,0,None,0.38,1,26,4.1383181382,7.1908315164,90,left,left,2018_Jun_07_1123,59.9993799691,untitled.py,001,293,
