trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.38,0,0,0,0,0,,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
1,0,1,0,None,0.38,1,81,1.33295823913,3.9211874688,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
2,0,2,0,None,0.38,1,78,4.06245011557,6.10475269891,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
3,0,3,0,None,0.38,1,75,7.19193752296,8.84754123725,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
4,0,4,0,None,0.38,1,72,3.36947964039,4.92718655616,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
5,0,5,0,None,0.38,1,72,3.73212070204,6.40630862303,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
6,0,6,0,None,0.38,1,72,3.59809724428,5.26426682714,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
7,0,7,0,None,0.38,1,63,4.43779642321,5.64368432295,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
8,0,8,0,None,0.38,1,60,3.34884182271,5.7664638944,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
9,0,9,0,None,0.38,1,60,3.90330363158,5.82300013024,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
10,0,10,0,None,0.38,1,60,3.76296121348,5.16557746846,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
11,0,11,0,None,0.38,1,51,6.50659036264,8.21211746149,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
12,0,12,0,None,0.38,1,48,4.25769057311,5.52492006682,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
13,0,13,0,None,0.38,1,45,5.7377689071,7.50734157581,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
14,0,14,0,None,0.38,1,45,8.60542610846,10.588487084,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
15,0,15,0,None,0.38,1,39,5.54043237306,7.32349753939,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
16,0,16,0,None,0.38,1,36,11.0051352894,12.2424266208,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
17,0,17,0,None,0.38,1,33,4.10352377128,5.4670018116,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
18,0,18,0,None,0.38,1,30,9.10970304906,10.4090723824,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
19,0,19,0,None,0.38,1,27,4.75456908625,6.28452191502,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
20,0,20,0,None,0.38,1,24,12.7922663353,14.2789309816,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
21,0,21,0,None,0.38,1,21,7.38999006897,8.76062628068,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
22,0,22,0,None,0.38,1,21,6.09874327574,7.88434675336,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
23,0,23,0,None,0.38,1,15,9.20866674371,10.4649683125,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
24,0,24,0,None,0.38,1,12,6.02851312142,7.54140847549,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
25,0,25,0,None,0.38,0,9,4.68543879222,11.7466049455,90,left,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
26,0,26,0,None,0.38,0,17,2.20692350529,6.51884359587,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
27,0,27,0,None,0.38,1,25,3.16125569027,4.43956787884,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
28,0,28,0,None,0.38,1,25,5.36986516416,6.70131650846,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
29,0,29,0,None,0.38,1,19,7.74729777128,8.8603942683,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
30,0,30,0,None,0.38,1,16,5.42688386422,6.8825747408,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
31,0,31,0,None,0.38,0,13,8.67418400943,27.0574762998,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
32,0,32,0,None,0.38,1,21,3.5301592797,5.01735667512,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
33,0,33,0,None,0.38,1,18,12.2357458845,13.8494146606,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
34,0,34,0,None,0.38,1,15,5.52567044087,7.10769413412,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
35,0,35,0,None,0.38,1,12,5.47116826288,7.34966399334,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
36,0,36,0,None,0.38,1,12,5.4335944932,7.55289010238,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
37,0,37,0,None,0.38,1,6,8.10646967776,9.5316455029,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
38,0,38,0,None,0.38,0,3,4.88328740094,7.40762191825,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
39,0,39,0,None,0.38,1,11,4.7814314384,6.38667987101,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
40,0,40,0,None,0.38,1,11,7.84338400513,8.94254968129,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
41,0,41,0,None,0.38,0,5,8.29221367557,9.25165852066,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
42,0,42,0,None,0.38,0,13,3.5479014786,8.76727489103,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
43,0,43,0,None,0.38,0,21,1.51475369092,3.48740133177,90,right,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
44,0,44,0,None,0.38,1,29,4.30836209655,5.78032375593,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
45,0,45,0,None,0.38,1,26,9.2464704318,10.5278444607,90,left,left,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
46,0,46,0,None,0.38,1,23,9.65423147287,10.8115539821,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
47,0,47,0,None,0.38,1,20,7.63118943851,9.72536509484,90,right,right,2018_Jun_15_1131,59.8858510935,untitled.py,001,293,
