trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.15,0,0,0,0,0,,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
1,0,1,0,None,0.15,0,90,4.71701766551,6.52632667031,90,right,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
2,0,2,0,None,0.15,0,90,2.30620875023,4.00634130929,90,right,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
3,0,3,0,None,0.15,0,90,8.41704657953,10.8646741416,90,left,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
4,0,4,0,None,0.15,1,90,2.09281905927,4.25783304777,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
5,0,5,0,None,0.15,1,90,4.49779203814,6.52377383132,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
6,0,6,0,None,0.15,1,90,2.94366574474,5.08653390221,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
7,0,7,0,None,0.15,1,90,3.26286692917,5.5460409075,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
8,0,8,0,None,0.15,1,90,3.96552746184,5.52544555254,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
9,0,9,0,None,0.15,1,90,7.95719008986,12.304463556,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
10,0,10,0,None,0.15,1,90,3.18951347191,5.95749236271,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
11,0,11,0,None,0.15,1,90,3.83563972544,6.06188691594,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
12,0,12,0,None,0.15,1,90,6.47305118386,8.87920978852,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
13,0,13,0,None,0.15,0,90,2.89508135803,10.7285034833,90,right,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
14,0,14,0,None,0.15,1,90,6.41758463718,8.18147949036,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
15,0,15,0,None,0.15,1,90,9.17159666959,11.1239096029,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
16,0,16,0,None,0.15,1,90,5.03192137554,6.38496931829,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
17,0,17,0,None,0.15,1,90,3.81563969702,6.24374466576,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
18,0,18,0,None,0.15,1,90,4.0675113732,7.02549625654,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
19,0,19,0,None,0.15,1,90,3.46346337348,5.61736226268,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
20,0,20,0,None,0.15,1,90,3.19658699632,5.0882296497,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
21,0,21,0,None,0.15,1,90,3.04417293333,4.82887881063,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
22,0,22,0,None,0.15,1,90,2.95001292042,5.14225662779,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
23,0,23,0,None,0.15,1,90,3.23785369378,5.21918791346,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
24,0,24,0,None,0.15,1,90,6.98769983277,10.1552736452,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
25,0,25,0,None,0.15,1,90,3.06681910716,6.64409750421,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
26,0,26,0,None,0.15,1,90,4.98511905782,6.60064421594,90,right,right,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
27,0,27,0,None,0.15,1,90,23.4542504698,25.5092636067,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
28,0,28,0,None,0.15,1,90,4.37520802207,7.10489852726,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
29,0,29,0,None,0.15,1,90,5.00185833685,7.06886042748,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
30,0,30,0,None,0.15,1,90,10.8932730276,13.1703543328,90,left,left,2018_Mrz_09_1028,59.991234704,untitled.py,001,293,
