trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.thisTrial,imagename,correct,Difference,touch_delay,lick_delay,orientation,correctstim,last_choice,date,frameRate,expName,session,participant,
0,0,0,0,None,0.15,1,90,10.1834652169,11.520770936,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
1,0,1,0,None,0.15,1,90,2.36883989446,3.6415726021,90,right,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
2,0,2,0,None,0.15,1,90,10.7830662836,12.2972981203,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
3,0,3,0,None,0.15,0,90,2.63930024626,3.18783756036,90,left,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
4,0,4,0,None,0.15,0,90,2.18910084941,4.26429643991,90,left,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
5,0,5,0,None,0.15,1,90,1.30925885832,3.02145049161,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
6,0,6,0,None,0.15,0,90,3.84004112254,4.50835846455,90,left,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
7,0,7,0,None,0.15,0,90,2.91701626883,5.38329396613,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
8,0,8,0,None,0.15,1,90,1.80995741079,3.42449585073,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
9,0,9,0,None,0.15,1,90,2.6444475485,4.48249316603,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
10,0,10,0,None,0.15,1,90,3.85771795019,5.30382520683,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
11,0,11,0,None,0.15,1,90,2.66517727812,4.80747413428,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
12,0,12,0,None,0.15,1,90,5.20591667377,6.76005190604,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
13,0,13,0,None,0.15,1,90,3.1382524874,4.6426593324,90,right,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
14,0,14,0,None,0.15,1,90,2.33644443637,5.05886865509,90,right,right,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
15,0,15,0,None,0.15,0,90,2.31897657384,3.49170662752,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
16,0,16,0,None,0.15,0,90,2.73026236575,5.22417374275,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
17,0,17,0,None,0.15,0,90,1.22288698703,2.98226059457,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
18,0,18,0,None,0.15,0,90,1.23245188983,2.99679400594,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
19,0,19,0,None,0.15,0,90,1.24467383424,3.01306590642,90,right,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
20,0,20,0,None,0.15,1,90,1.25600683886,2.75832878201,90,left,left,2018_Apr_03_1655,59.9995809551,untitled.py,001,293,
